Author_id,Author
14428,TERRY TEMPEST WILLIAMS
8894,LETS GO INC
5662,HELGA TISCENKO
12588,ROBERT BOSNAK
12617,ROBERT DESSAIX
14138,SUSAN M LARK
4179,ELIZABETH SOMER
12782,ROBERT STONE
13745,STANLEY KARNOW
4846,GAIL EVANS
14974,VICKIE L BANE
8946,LINA VISCONTI
3640,DONNA MAY GIBBS CARPENTER
4654,FRANK
9474,MANUEL VÁZQUEZ MONTALBÁN
9473,MANUEL VAZQUEZ MONTALBAN
5926,INDIA KNIGHT
5024,GEORGE HUGHES
13974,STEVEN LEVY
9572,MARGARET LAWRENCE
11641,PAULA WEIDEGER
5239,GORDON HONEYCOMBE
2641,COLIN TURNBULL
2654,COLSON WHITEHEAD
5476,HARALD GERLACH
9862,MARKET HOUSE BOOKS LTD
12985,ROSALIND FERGUSSON
10365,MICHAEL D HUTT
14580,THOMAS W SPEH
13992,STEVEN V ROBERTS
2857,DAN ZEVIN
5203,GLENN FRANKEL
5140,GILDA RADNER
794,ANNE MICHAELS
12042,QUINT BUCHHOLZ
7391,JOHN MADDOX ROBERTS
30,A OSWALD
7900,JULIET SCHOR
1350,BETSY TAYLOR
3876,ED GLINERT
1028,ATIMA SRIVASTAVA
5184,GIÒ WAECKERLIN INDUNI
9064,LISA SCOTT
2805,DAGMAR ROTH
13469,SHARON MAAS
468,AMELIE FRIED
13679,SNEAKY P BROWN
1862,CARINA KLEIN
14091,SUSAN CARROLL
9503,MARCEL BIEGER
4493,EVELINE PASSET
6253,JAMES ELLISON
3422,DIAN FOSSEY
15468,WOLFGANG BÜSCHER
12736,ROBERT MERLE
2370,CHRISTEL GERSCH
5104,GERDA BEAN
11012,NH KLEINBAUM
9272,LUIGI GUICCIARDI
8096,KATHARINA SCHMIDT
10213,MCDOWELL BRYSON
86,ADELE ZIMINSKI
13567,SHIFRA HORN
2824,DALYA BILU
6058,J M SYNGE
14640,TIM ROBINSON
9347,LYNNE S SCHWARTZ
14750,TOMMY HAYS
9153,LORETTA LYNN
11500,PATSI BALE COX
13608,SIDNEY POITIER
5244,GORDON MACKENZIE
11555,PAUL GRESCOE
827,ANNETTE DELORE
7334,JOHN HUGHES
3334,DEIRDRE COREY
9035,LISA BIRNBACH
11424,PATRICIA MARX
9005,LINDA TSCHIRHART SANFORD
10013,MARY ELLEN DONOVAN
2208,CHARLES L CALIA
927,ARIANNA HUFFINGTON
1452,BILL MAHER
3358,DENIS WAITLEY
4194,ELLE EGGELS
9573,MARGARET LEE BRAUN
14469,THEO COLBORN
10885,NANCY M STUART
7097,JOANNE K ROWLING
6676,JEANCLAUDE GOTTING
6684,JEANFRANÇOI
4270,EMILIE RICHARDS
10697,MIRIAM ALI
11249,OUTSIDE MAGAZINE EDITORS
11051,NICK THORPE
1281,BENTLEY  LITTLE
7470,JOHN SKIPP AND CRAIG SPECTOR
13481,SHAUN HUTSON
6891,JESSE HUNTER
7716,JR
12379,RICHARD HENRY DANA
14563,THOMAS PHILBRICK
12129,RAISA GORBACHEV
3065,DAVID FLOYD
5636,HELEN HUNT JACKSON
6026,J B CALCHMAN
14443,THALASSA ALI
13842,STEPHEN GLASS
11352,PAT MULCAHY
3692,DOROTHY BRYANT
3906,EDIDT GEEVER
649,ANGUS CALDER
9737,MARION A KAPLAN
10991,NELLA LARSEN
14442,THADIOUS M DAVIS
2230,CHARLES PORTIS
15456,WITI IHIMAERA
6563,JANN MITCHELL
2665,CONNIE LIGHTNER
14401,TERRI CRISP
13221,SAMANTHA GLEN
7159,JOEY GREEN
12870,ROD MCQUEEN
10416,MICHAEL J FOX
9571,MARGARET LAURENCE
1062,B ALISON WEIR
382,ALISON WEIR
11771,PETER GZOWSKI
437,ALVIN F POUSSAINT
15358,WILLIAM K HARTMANN
4876,GARRETT SUTTON
7542,JONAS RIDDERSTRALE
8450,KJELL NORDSTRÖM
8449,KJELL NORDSTROM
5800,HOWARD DEAN
3381,DENNIS KUCINICH
14039,STUDS TERKEL
12289,REVEREND AL SHARPTON
7993,KAREN HUNTER
6284,JAMES HYNES
4392,ERIK S ROSENAA
14364,TED MICHENER
9817,MARK JACOBSON
13340,SARAH ZETTEL
3123,DAVID LAYTON
7940,K C COLE
2891,DANIEL HALPERN
5859,HYEMEYOHSTS STORM
3955,EDWARD BLISHEN
1688,BRIAN WILDSMITH
14434,TESSA BIELECKI
12253,REGINA SARA RYAN
10119,MASTERS
13093,RUSSELL GRANT
14975,VICKY EMPTAGE
4822,GABRIEL HORN
15244,WHITE DEER OF AUTUMN
10834,NADER E KHALILI
6202,JALALODDIN RUMI
4998,GEORGE BURNS
6102,JACK GREGORY
1930,CAROL DRINKWATER
9848,MARK SCHORER
2137,CELIA BARKER LOTTRIDGE
11826,PETER RALPH
7809,JUDY DELTON
1516,BLANCHE SIMS
14767,TONY GOLDWYN
8064,KATE BURTON
653,ANIA SZADO
24,A L KENNEDY
10057,MARY MACCARTHY
208,ALAYNE MAIN
228,ALEC ROSS
14299,TABITHA KING
8624,LAURA FRASER
3046,DAVID DAICHES
4062,ELEMENT BOOKS LTD
11670,PEG KEHRET
1889,CARLA NEGGERS
1277,BENJAMIN ZEPHANIAH
9979,MARY ANN HOBERMAN
3304,DEBORAH SAVAGE
9042,LISA FALKENSTERN
2598,CLIFF NIELSEN
566,ANDREW EAMES
15212,WENDY BOORER
554,ANDREW A ROONEY
7358,JOHN LAWRENCE
11772,PETER HAINING
3056,DAVID EDMONDS
7273,JOHN EIDINOW
5207,GLENN YEFFETH
3078,DAVID GERROLD
12573,ROBERT AUNGER
13983,STEVEN PINKER
7310,JOHN GRAFTON
10778,MORT ROSENBLUM
11834,PETER SPIEGELMAN
532,ANDREA BARRETT
4175,ELIZABETH SACHS
1202,BARTHE DECLEMENTS
2457,CHRISTOPHER GREIMES
13137,RUTH WHITE
8109,KATHERINE AYRES
13699,SOOK NYUL CHOI
4717,FRED GRAVER
11692,PEGGY WOODFORD
7307,JOHN GOLLINGS
9401,MADELEINE BOURDOUXHE
6792,JENNIFER BASSETT
588,ANDREW PARKIN
11661,PD JAMES
4840,GAETAN SOUCY
3127,DAVID LEVIEN
12251,REGINA MCBRIDE
50,ABBIE ZABAR
8603,LARRY WATSON
11633,PAULA L WOODS
14687,TOM ALIBRANDI
1483,BILL WASSMUTH
1631,BRENDA PETERSON
13978,STEVEN OWEN GODERSKY
1077,B TRAVEN
6653,JEAN P SASSON
14244,SUZY SPENCER
12535,RITA MOONSAMMY
15502,YATRI
9073,LISLE
12660,ROBERT H WATERMAN
14532,THOMAS J PETERS
14728,TOM PETERS
9308,LYNDELL
13664,SIR RICHARD BRANSON
7714,JP MAYER
699,ANN MARTIN
1832,CAMERON JUDD
1315,BERNIECE RABE
5561,HARVEY KIDDER
7062,JOAN RAWLINS BIGGAR
8241,KAY SALEM
8298,KEN LEEBOW
11565,PAUL JOFFE
9962,MARTY BUCELLA
1366,BETTY BAKER
14493,THOM JONES
3802,DUDLEY RANDALL
4580,FLOYD
15105,WALLACE FOWLIE
11669,PEARSON EDUCATION
14106,SUSAN FEUER
1287,BERNADINE HEALY
11811,PETER MCDONOUGH
246,ALEX CHADWICK NPR
7762,JUDITH IVEY
3322,DEBRA MONK
2819,DALE HULL
2987,DAVE LONGABERGER
14319,TAMI LONGABERGER
4242,ELLIS VIDLER
15024,VIOLET WINSPEAR
2969,DARRYL LONDON
7705,JOYCE LANDORF HEATHERLEY
12353,RICHARD DEAN ROSEN
11731,PETER ABRAHAMS
2632,COLIN HARRISON
9651,MARIA SHRIVER
11225,ORIAH
12489,RICHIE TANKERSLEY CUSICK
11020,NICHOLAS ADAMS
8259,KEITH PARKINSON
13349,SARTON MAY
9159,LORI FOSTER
6495,JANELLE DENNISON
6937,JILL JONES
13435,SHANA ABE
4301,EMMA HOLLY
4892,GARY BRANDNER
8987,LINDA LADD
11432,PATRICIA PHILLIPS
7869,JULIE BEARD
8722,LAURIE MCBAIN
546,ANDREA PARNELL
2088,CATHERINE LANIGAN
6929,JILL BARNETT
13815,STEPHEN BURY
9864,MARLENA DE BLASI
388,ALIZA SHERMAN
5319,GREGG OLSEN
2945,DAPHNE GOTTLIEB
2884,DANIEL DRENNAN
11671,PEG KERR
7279,JOHN F KENNEDY
5232,GORDAN KORMAN
12986,ROSALIND GREENBERG
4047,ELAINE ST JAMES
8705,LAURIE ABKEMEIER
12364,RICHARD EYRE
8969,LINDA EYRE
7547,JONATHAN BERENT
8301,KEN MERRELL
11948,PHYLLIS GATES
11375,PATRICIA BRIGGS
5777,HOLLY LISLE
9093,LJ SMITH
8525,L J SMITH
8580,LARRY DIXON
8582,LARRY ELMORE
13061,RU EMERSON
4209,ELLEN GUON
3208,DAVID TROTTER
2276,CHARLOTTE MITCHELL
3317,DEBRA GINSBERG
7650,JOSEPHA SHERMAN
5882,IAN J BURTON
12034,PURPLE RONNIE
14384,TERESA CRANE
4706,FRANÇOIS RICARD
4703,FRANÇOIS KÉREL
6090,JACK CLIFFORD SMITH
3752,DOUGLAS R HOFSTADTER
11045,NICK MEGLIN
3466,DIANE MEGLIN
8680,LAUREN JARRETT
9056,LISA LENARD
10842,NAN PHIFER
2107,CATHY ANN JOHNSON
1302,BERNARD POULIN
8945,LIN WELLFORD
10472,MICHAEL MEYER
441,ALWYN CRAWSHAW
7899,JULIET BAWDEN
6373,JAMES VAN PRAAGH
10185,MAURIZIO BONGIANNI
13996,STEVIE DANIELS
3417,DG HESSAYON
3416,DG
3773,DR HESSAYON
9115,LOIS HOLE
3393,DEREK FELL
3260,DEBBIE PATTERSON
607,ANDY BAGGOTT
94,ADRIAN FORSYTH
8668,LAUREL AZIZ
1118,BARBARA GANIM
14109,SUSAN FOX
7814,JUDY JONES
15430,WILLIAM WILSON
14379,TERENCE DICKINSON
1811,C W METCALF
12925,ROMA FELIBLE
15084,W L WILMSHURST
3395,DEREK NELSON
229,ALEC WAUGH
5120,GERTRUD WITTICH
4762,FRIEDRICH DÜRRENMATT
1507,BJÖRN LARSSON
7930,JÖRG SCHERZER
14875,URS WIDMER
7041,JOAN DRUETT
7704,JOYCE JOHNSON
14556,THOMAS NILS LINDQUIST
14751,TOMMY SIMPSON
9047,LISA HAMMEL
15289,WILLIAM BENNETT SEITZ
10019,MARY FRANCIS SHURA
5542,HARRY MAZER
11998,PIKE
4200,ELLEN CONFORD
2291,CHERIE BENNETT
6517,JANET KOVALCIK
1952,CAROL KEEFFE
4208,ELLEN GUNDERSON TRAYLOR
7283,JOHN F WALVOORD
434,ALPHA STAFF
13520,SHELLEY OHARA
6332,JAMES P CAHER
7377,JOHN M CAHER
11452,PATRICIA WAYNANT
3073,DAVID GALLOWAY
8503,KURT COBAIN
15333,WILLIAM H ARMSTRONG
6221,JAMES BARKLEY
3987,EDWARD P JONES
3939,EDMUND WHITE
3286,DEBORAH FORD
11215,OLIVIA JUDSON
2072,CATHERINE CLINTON
2701,CORTNEY DAVIS
5815,HOWARD STERN
8434,KIRK MITCHELL
7482,JOHN STOSSEL
13756,STARBUCK ODWYER
9155,LORI ALVORD
4117,ELIZABETH COHEN VAN PELT
14418,TERRY JONES
13281,SANYIKA SHAKUR
10764,MONSTER KODY SCOTT
20,A J ORDE
41,AARON ELKINS
42,AARON J ELKINS
596,ANDREW TOBIAS
6438,JANE BICKS
10663,MILLI NICKELL
4907,GARY LAND
10765,MONTAGUE SUMMERS
8273,KELSEY GRAMMER
12999,ROSE BLOCK
3341,DELILAH AHRENDT
10434,MICHAEL KERRIGAN
10131,MATT COHEN
11410,PATRICIA JEFFERY
6736,JEFF DAVIDSON JEFFREY P
3227,DAVIDSON
9603,MARGARET WANDER BONANNO
4063,ELENA PONIATOWSKA
15135,WALTER JON WILLIAMS
7429,JOHN PEEL
3173,DAVID R OLSON
7399,JOHN MCCORMICK
1707,BRONWYN WILLIAMS
3538,DOMINIQUE LAPIERRE
13291,SARA DOWSE
1340,BETH YAHP
3754,DOUGLAS RUSHKOFF
1010,ARTURO PEREZ REVERTE
3216,DAVID WHARRY
9309,LYNDON BAINES JOHNSON
10427,MICHAEL JORDAN
14085,SUSAN BETH PFEFFER
9321,LYNN GAMWELL
10910,NANCY TOMES
9684,MARIE B SALAZAR
1633,BRENDA WILKINSON
11649,PAULINE BROWN
8786,LEE STRINGER
6036,J DENNIS DEITZ
12375,RICHARD GRIMES
14159,SUSAN QUINN
8827,LEO PENNANEN
4346,ERIC KNIGHT
7600,JOSEFA HEIFETZ
14791,TOREY L HAYDEN
12857,ROBIN WILLIAMS
7968,KAREN A SIGNELL
8257,KEITH LAUMER
1048,AUSTIN TAPPAN WRIGHT
13537,SHERMAN ALEXIE
4564,FLAVIA
2633,COLIN HIGGINS
4394,ERIK WEIHENMAYER
14852,TYRONE T THOMAS
8048,KARLE DICKERSON
14134,SUSAN KENNEY
831,ANNETTE LÉVYWILLARD
5071,GEORGESON V
14882,URSULA MARKHAM
2330,CHOGYAM TRUNGPA
4953,GENE WOLFE
12721,ROBERT LLEWELLYN
6181,JACQUES LACARRIÈRE
6112,JACK JONES
12104,RACHEL KABERRY
495,AMY K BROWN
3057,DAVID FARLAND
8354,KEVIN BROOKS
3300,DEBORAH MCDOWELL
12875,RODERICK MACLEISH
12127,RAINER MARIA RILKE
10219,MD HERTER NORTON
2892,DANIEL HANDLER
8555,LANCE GOULD
5407,H ROBERTS DESIGN
2119,CATULLUS
3158,DAVID MULROY
11346,PAT CROCE
1451,BILL LYON
12445,RICHARD PRICE
14761,TONY BRITTON
705,ANN POWERS
5370,GWYNEDD M HUDSON
3006,DAVID AMBROSE
3973,EDWARD HOAGLAND
11879,PHIL PARKS
11953,PHYLLIS RAYBIN EMERT
6193,JAEL
14876,URSULA BURKOWSKI
2447,CHRISTOPHER DAVIS
12945,RON NYSWANER
846,ANNIE SMITH
710,ANN RIPLEY
1052,AVERY THORNE
10229,MEEK
14256,SYDNEY BIDDLE BARROWS
15388,WILLIAM NOVAK
5769,HOLGER FREESE
5659,HELGA KRÜGER
1699,BRIGITTE WOLTERS
10059,MARY MAPES DODGE
2319,CHILDRENS CLASSICS
6713,JEANNIE SAKOL
12294,REXANNE BECNEL
2648,COLLEEN L REECE
4116,ELIZABETH COATSWORTH
10538,MICHAEL VINER
13767,STEFAN RUDNICKI
12903,ROGER REES
8717,LAURIE GWEN SHAPIRO
14946,VERA NEVILLE
9730,MARINA ZWETAJEWA
5610,HEINZ G KONSALIK
4478,EVACHRISTIANE WETTERER
7096,JOANNE HORNIMAN
13170,SA SHAN
15233,WERNER RICHTER
1349,BETSY SCHMITT
106,AERON CLEMENT
4515,FABIENNE MARSH
3630,DONNA HUSTON MURRAY
7166,JOHANNA HURWITZ
14402,TERRI FIELDS
13774,STEINUNN SIGURDARDÓTTIR
2621,COLETTA BÜRLING
11179,NOËLLE CHÂTELET
2908,DANIEL MASON
1320,BERTOLT BRECHT
5544,HARRY MULISCH
9645,MARIA CSOLLÁNY
13704,SOPHOKLES
13100,RUSSELL MUNSON
6711,JEANNIE EBNER
12770,ROBERT SCHNEIDER
12077,R SPILL
6543,JANICE CARLISLE
12204,RAYMOND R MACCURDY
4065,ELIA KAZAN
1666,BRIAN JOHNSTON
9561,MARGARET CRAVEN
13653,SINCLAIR LEWIS
4670,FRANK KERMODE
3298,DEBORAH LEVY
3418,DH LAWRENCE
12847,ROBIN MORGAN
3938,EDMUND ROSTAND
9999,MARY CLEARMAN BLEW
11652,PAULINE ROSENAU
2029,CAROLYN MCVICKAR EDWARDS
7580,JONN MUMFORD
14516,THOMAS ERSKINE
6811,JENNIFER LASH
10241,MEL BLANC
11885,PHILIP BASHE
5005,GEORGE DANGERFIELD
13217,SAM SHEPARD
9270,LUDWIG THOMA
14885,URSULA SEGEBRECHT
2979,DAVE BOWLER
1764,BRYAN DRAY
5174,GIOVANNI BANDINI
14950,VERITY CAMPBELL
15044,VIRGINIA TRIOLI
11876,PHIL KUNTZ
10902,NANCY SNOW
13634,SIMON COLVEY
12727,ROBERT M EVERSZ
9681,MARIANNE WOOD
8282,KEN CATRAN
5632,HELEN HODGMAN
12272,RENE DELORM
6547,JANICE HARRELL
7043,JOAN ELIZABETH LLOYD
14139,SUSAN M LOVE
14140,SUSAN M LOVE MD
8001,KAREN LINDSEY
673,ANN COPELAND
4499,EVELYN ROGERS
13697,SONYA BIRMINGHAM
8130,KATHERINE SUTCLIFFE
8173,KATHRYN ATWOOD
8633,LAURA KINSALE
15524,YURI RUBINSKY
5898,IAN WISEMAN
9515,MARCI SHIMOFF
1854,CAR
7658,JOSEPHINE HART
4122,ELIZABETH DEWBERRY VAUGHN
8650,LAURA REESE
1189,BARRY GIFFORD
11797,PETER LAWRENCE
12451,RICHARD ROSEN
1377,BETTY MAHMOODY
956,ARNOLD D DUNCHOCK
5463,HANS PFITZINGER
11854,PETRA HRABAK
12539,RITA SEUSS
5260,GRACE GERSHUNY
3295,DEBORAH L MARTIN
3443,DIANA WELLS
6155,JACOB LUDWIG CARL GRIMM
6156,JACOB W GRIMM
15252,WILHELM GRI
1844,CANDACE BAHOUTH
2587,CLAY PERRY
5950,IPPY PATTERSON
13284,SARA B STEIN
595,ANDREW STOKER
13352,SASHA WILLIAMSON
15425,WILLIAM WARRINER
10105,MARYJO KOCH
12270,RENE BERGH
10045,MARY KIDD
202,ALAN WATTS
10909,NANCY TODER
14263,SYLVIA BROWNRIGG
2271,CHARLOTTE J BECK
13952,STEVE SMITH
201,ALAN W WATTS
7306,JOHN GOLDSTEIN
9476,MANUELA SOARES
2143,CELINA SPIEGEL
2390,CHRISTINA BUCHMANN
10749,MONICA FURLONG
9810,MARK GARLAND
4150,ELIZABETH LESSER
906,ANYA WEINSTEIN
10482,MICHAEL NEWTON
6848,JEREMY TAMBLING
5413,HABLOT K BROWNE
5434,HAN NOLAN
10436,MICHAEL KILIAN
7795,JUDITH VIORST
9332,LYNN SOLOTAROFF
12955,RONALD BLYTHE
5497,HAROLD N
10221,MD LEVINSON
9894,MARTHA MANNING
5881,IAN IRVINE
8829,LEON GARFIELD
1212,BAZ LUHRMANN
2721,CRAIG PEARCE
15404,WILLIAM SH
7084,JOANNA RUSS
3814,DWIGHT YOAKAM
5487,HAROLD BLOOMFIELD MD
13461,SHARON JANIS
7692,JOY SIKORSKI
15488,WU WEI
12146,RAM DASS
7975,KAREN CASEY
5510,HARPERSANFRANCISCO
2989,DAVE MARSH
13926,STEVE HAGEN
7212,JOHN BRADSHAW
13833,STEPHEN FENDER
4854,GAIL MCMEEKIN
9486,MARC GAFNI
7532,JON KABATZINN
10535,MICHAEL TOMS
8255,KEITH JARRETT
7835,JULIA
6763,JEFFREY E YOUNG
6529,JANET S KLOSKO
47,AARON T BECK
7228,JOHN CHAFFEE
14500,THOMAS AYRES
11421,PATRICIA LYNN REILLY
9835,MARK NEPO
7184,JOHN A TRACY CPA
2424,CHRISTINE WESTERMANN
11857,PETRU POPESCU
2726,CRAWFORD KILIAN
6100,JACK GAVER
3040,DAVID COPPERFIELD
15377,WILLIAM M THACKERAY
5477,HARALD HELLMANN
11154,NORMAN F CANTOR
11782,PETER ISRAEL
8867,LESLEY HAZLETON
8253,KEITH HAVILAND
3502,DINA GRAY
1259,BEN SALAMA
6817,JENNIFER NIEDERST
11937,PHILLIP GIROUX
1533,BOB BECKSTROM
8557,LANCE WALHEIM
14449,THE EDI
12914,ROLAND E LARSON
1731,BRUCE H EDWARDS
12749,ROBERT P HOSTET
1286,BERLITZ GUIDES
5992,ISAAC ADAMSON
5644,HELEN PREJEAN
9098,LM BOYD
1653,BRIAN FREEMANTLE
9778,MARK ARAX
12516,RICK WARTZMAN
949,ARMIN A BROTT
6791,JENNIFER ASH
10596,MICK JACKSON
11971,PIERRE BOULLE
14651,TIMOTHY EGAN
7883,JULIE HECHT
7284,JOHN FEINSTEIN
15146,WALTER MERCADO
11540,PAUL ED ATTERBURY
5721,HERMAN J VIOLA
6426,JAN S DANIS
2026,CAROLYN J MARGOLIS
8318,KENNETH COPELAND
5211,GLORIA COPELAND
6255,JAMES F DUNNIGAN
2588,CLAY REYNOLDS
5584,HEATHER MACDONALD
8687,LAUREN STEINHAUER
8644,LAURA MILLER
65,ADAM BEGLEY
2897,DANIEL J BOORSTIN
6228,JAMES C COLLINS
6869,JERRY I PORRAS
13597,SHUNRYU SUZUKI
14841,TRUDY DIXON
12327,RICHARD BAKER
5856,HUSTON SM
337,ALICE JOYCE DAVIDSON
15001,VICTORIA MARSHALL
7511,JOHN WEISMAN
1417,BILL BARNES
2529,CLAIR ALAN BROWN
4327,ERIC A KIMMEL
7529,JON GOODELL
8498,KRISTOFFER J BUQUET
3680,DORIT BADER WHITEMAN
2687,COREY SANDLER
12358,RICHARD ELLIS
6446,JANE FONDA
9210,LOUISE BATES AMES
4617,FRANCES L ILG
2266,CHARLOTTE BRONTÏ12
9596,MARGARET SMITH
10786,MOYA COSTELLO
4211,ELLEN KUSHNER
4518,FAITH CONLON
5937,INGRID EMERICK
2393,CHRISTINA HENRY DE TES
2971,DARRYL REANNEY
9216,LOUISE FITZHUGH
12461,RICHARD SHENKMAN
3511,DION FORTUNE
8334,KENNETH W ROYCE
1596,BOSTON T PARTY
12773,ROBERT SHEA
12570,ROBERT ANTON WILSON
10754,MONICA MCINERNEY
1252,BEN JEAPES
5436,HANA WIRTHNESHER
2599,CLIFFORD A PICKOVER
7074,JOANN MORSE
8348,KERSTIN EKMAN
9717,MARILYN PAPPANO
9987,MARY BALOGH
5414,HAILEY NORTH
7969,KAREN ANDERS
8490,KRISTIN HARDY
8008,KAREN RANNEY
1846,CANDACE CAMP
10562,MICHELE ALBERT
7452,JOHN ROGER
11658,PC LEARNING LAB
8483,KRISTEN BRITAIN
2200,CHARLES J KEATING
6480,JANE RESH THOMAS
8676,LAUREN BROOKE
7823,JUDY TATCHELL
8531,L MOERI
11026,NICHOLAS EDWARDS
6564,JANNI LEE SIMNER
10625,MIKE JAHN
5251,GORMAN
2545,CLAIRE RUDOLF MURPHY
10030,MARY JANE AUCH
7819,JUDY RICHTER
11299,PAM RYAN
10087,MARY STANTON
2787,D CRAIG
3026,DAVID BURN
2128,CECILIA FITZSIMONS
7800,JUDY ALTER
8565,LANGE LEWIS
4628,FRANCESCA STANFILL
7699,JOYCE E STROMPAIKIN RN
5383,H E BATES
15381,WILLIAM MCGIVERN
12648,ROBERT GODDARD
1743,BRUCE NICOLAYSEN
1808,C PETERSON
12021,PRICILLA HAMILTON
13238,SANDERS
6318,JAMES MARTIN
9203,LOUIS W STORMS IV
13378,SCOTT J PETERSON MCSD MCT
4902,GARY J NUTT
15481,WOUT J HOFMAN
6493,JANELL CANNON
11433,PATRICIA POLACCO
12277,RENEE GRAEF
3114,DAVID KIRK
12745,ROBERT NISBET
13308,SARAH DESSEN
1655,BRIAN GALLAGHER
14524,THOMAS H COOK
320,ALGERNON B MITFORD
8998,LINDA PIAZZA
2750,CYNTHIA BLAIR
11033,NICHOLAS PINE
12591,ROBERT BROWNING
12494,RICK BEECH
13075,RUI NUNES
12299,RHIDIAN BROOK
13977,STEVEN MILLHAUSER
3869,ECA DE QUIEROS
9258,LUCY ELLMANN
6846,JEREMY NARBY
3678,DORIS R MEREDITH
6599,JAY WINIK
7165,JOHANNA ELLSWORTH
2005,CAROLINE MACDONALD
14833,TRISTINE RAINER
518,ANAÏS NIN
2957,DARIEN COOPER
8292,KEN J ROBERTS
7710,JOYCE RUPP
6478,JANE PITZ
9803,MARK E THIBODEAUX
2531,CLAIRE CLONINGER
4495,EVELYN CHRISTENSON
9151,LORETTA LAROCHE
9299,LYN HOLLEY DOUCET
9397,MACRINA WIEDERKEHR
11625,PAULA DARCY
1659,BRIAN HARPER
13908,STEVE  PIECZENIK
2219,CHARLES MACKAY
6559,JANINE M BENYUS
2520,CINDY STONE
4620,FRANCES MOORE LAPPE
733,ANNA LAPPÉ
4471,EVA HOFFMAN
3326,DECLAN KIBERD
3403,DESMOND BAGLEY
9351,LYNSAY SANDS
12697,ROBERT KAPLOW
7959,KAORI YUKI
11111,NINA OLLIGSCHLÄGER
8246,KAZUSHI HAGIWARA
12645,ROBERT GERNHARDT
11921,PHILIPP RIPPEL
4526,FATIMA IGRAMHANPARSONS
6189,JACQUES VALLEE
8485,KRISTEN STAGG
6892,JESSE LEE KERCHEVAL
13110,RUTH BROWN
11735,PETER BARRETT
2394,CHRISTINA HOFFSOMMERS
1821,CAL THOMAS
8615,LAURA C SCHLESSINGER
14355,TED ANDREWS
1388,BEVARLY
14241,SUZI GOLDEN
9082,LIZ FIELDING
505,AMY WALLACE
8652,LAURA SCRIBNER KASTNER
6801,JENNIFER F WYATT
6002,ISABEL STANLEY
6249,JAMES DUNCAN
4676,FRANK MCSHERRY
2253,CHARLES WAUGH
9884,MART
10454,MICHAEL LEVIN
13017,ROSEMARY WELLS
7123,JOE DOMINGUEZ
14973,VICKI ROBIN
4170,ELIZABETH POPE
7302,JOHN GILSTRAP
13851,STEPHEN HORN
6125,JACK OLSEN
7154,JOEL PORTE
15394,WILLIAM POUNDSTONE
13290,SARA DONATI
8572,LARAINE T ZAPPERT
2464,CHRISTOPHER M BYRON
2450,CHRISTOPHER DOWN
8910,LI
1588,BOOTH TARKINGTON
14641,TIM SANDLIN
7608,JOSEPH D PISTONE
7545,JONATHAN BAIRD
1954,CAROL M ALLEN
14784,TONY STRONG
385,ALISTAIR MACLEOD
7237,JOHN COLBY
5943,INIGO SURGUY
13065,RUDIGER VOIGT
6765,JEFFREY HAAS
12052,R D GINN
12504,RICK FIELDS
11689,PEGGY TAYLOR
12293,REX WEYLER
12506,RICK INGRASCI
3021,DAVID BREASHEARS
15154,WALTER SATTERTHWAIT
15383,WILLIAM MIZE
1801,C J BOX
11815,PETER MOORE SMITH
3369,DENISE MINA
12938,RON FRANSCELL
453,AMANDA FOREMAN
3199,DAVID STARKEY
4142,ELIZABETH JANE HOWARD
2241,CHARLES SPENCER
3857,EARL SPENCER
10891,NANCY MITFORD
10901,NANCY SINGER
1047,AUSTIN S CAMACHO
5317,GREGG HURWITZ
2626,COLIN BATEMAN
5135,GIL BREWER
3848,E V CUNNINGHAM
5155,GILLIAN ROBERTS
3980,EDWARD LEAR
14032,STUART R KAPLAN
10633,MIKE MYERS
13322,SARAH LYDDON MORRISON
7668,JOSHUA HALBERSTAM
1747,BRUCE PORTER
9795,MARK CHRISTENSEN
10126,MATSURI AKINO
9638,MARI AKINO
7956,KANAN
13183,SAKURAKO GOKURAKUIN
8279,KEN AKAMATSU
15522,YUKITO KISHIRO
1786,BYRON PREISS
10112,MASAMI TSUDA
12102,RACHEL HAWTHORNE
9819,MARK KALESNIKO
12260,REIKO MOMOCHI
14685,TOKYOPOP
12256,REI IDUMI
14342,TATSUYA HAMAZAKI
10719,MIWA UEDA
2846,DAN PAPIA
1390,BEVERLEY BIRCH
14774,TONY KERINS
2459,CHRISTOPHER HART
5758,HINAKO ASHIHARA
14753,TOMOKO TANIGUCHI
7219,JOHN BURNINGHAM
1177,BARRETT
14015,STORYTIME COLLECTION CHILDRENS
14414,TERRY DEARY
1087,BARBARA ALLEN
11910,PHILIP REEVE
3794,DREAMWORKS
638,ANGELA SOMMERBODENBURG
469,AMELIE GLIENKE
8447,KJARTAN POSKITT
2345,CHRIS FISHER
11881,PHIL ROXBEECOX
14054,SUE HELLARD
174,ALAN GIBBONS
915,APSLEY CHERRY GARRARD
749,ANNA WIMSCHNEIDER
1698,BRIGITTE WALITZEK
7456,JOHN S MILL
10525,MICHAEL SONTHEIMER
5608,HEINRICH VON KLEIST
5671,HELMUT SEMBDNER
11946,PHYLLIS D JAMES
9507,MARCEL REICHRANICKI
12487,RICHARD ZOOZMANN
5979,IRMA KURTZ
2723,CRAIG SMITH
8465,KNUT KRÜGER
14835,TROY DENNING
